discovered_at,capability_bucket,org_name_guess,url,title,snippet,query,matched_keywords,confidence_score,status
2026-01-06 18:44:38,IP / Legal / Licensing,Amazon IP Accelerator: Trademark support for your brand,https://sell.amazon.ca/programs/ip-accelerator,Amazon IP Accelerator: Trademark support for your brand,Amazon IP Accelerator connects you with a network of vetted legal service providers that offer trademark support and other intellectual-property services.,intellectual property support accelerator,ip,0.4,queued
2026-01-06 18:44:38,IP / Legal / Licensing,Government IP Funding Programs Across Canada,https://mbm.com/government-ip-funding-programs-across-canada/,Government IP Funding Programs Across Canada,ElevateIP is a federal program delivered Canada-wide through selected business accelerators and incubators (BAIs) in collaboration with regional ...,intellectual property support accelerator,ip,0.5,queued
2026-01-06 18:44:38,IP / Legal / Licensing,Technology Licensing & New Ventures,https://patents.princeton.edu/front,Technology Licensing & New Ventures,"We help faculty and staff develop intellectual property strategies and assist in filing new patent applications. We also connect industry partners, investors, ...",technology licensing support program,intellectual property; patent; licensing,0.7,added
2026-01-06 18:44:38,IP / Legal / Licensing,Technology Programs,https://nysbdc.org/specialty-programs/technology/,Technology Programs | New York SBDC,"We offer comprehensive services, including: Guidance on intellectual property and licensing strategies; Assistance with SBIR and STTR grant applications ...",technology licensing support program,intellectual property; licensing,0.6,added
2026-01-06 18:44:50,Manufacturing / GMP / Scale-Up,Digital Manufacturing from Prototyping to Production,https://www.protolabs.com/parts/prototyping-to-production-v1/,Digital Manufacturing from Prototyping to Production,"We're here from start to finish to support you throughout your manufacturing journey. From custom prototyping to end-use production and every phase in-between, ...",prototype to manufacturing support center,manufacturing; production,0.5,queued
2026-01-06 18:44:50,Manufacturing / GMP / Scale-Up,Manufacturing,https://www.queencityeng.com/manufacturing,Manufacturing | Charlotte,"At Queen City Engineering & Design, we go beyond digital design. We specialize in low-volume, high precision production and prototype fabrication.",prototype to manufacturing support center,manufacturing; production,0.5,queued
2026-01-06 18:44:50,Manufacturing / GMP / Scale-Up,NY Manufacturing Extension Partnership Overview,https://nysbdc.org/learning-lab/ny-manufacturing-extension-partnership-overview-technology-resources-and-grants-for-manufacturers/,NY Manufacturing Extension Partnership Overview,"A non-profit that supports New York State manufacturers and technology companies through technology matching, funding programs, and marketing services.",manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 18:44:50,Manufacturing / GMP / Scale-Up,NYS Manufacturing Funding and Grant Opportunities,https://fuzehub.com/navigating-the-landscape-of-funding-sources-for-nys-manufacturers/,NYS Manufacturing Funding and Grant Opportunities,"Assistance with technology transfer and scale-up, including pollution prevention opportunities, development of process and product designs, and training on ...",manufacturing scale-up support nonprofit,manufacturing; scale-up,0.5,queued
2026-01-06 18:44:50,Manufacturing / GMP / Scale-Up,Notice of Funding Opportunity for Massachusetts ...,https://innovation.masstech.org/notice-funding-opportunity-massachusetts-manufacturing-accelerate-program,Notice of Funding Opportunity for Massachusetts ...,"The Massachusetts Manufacturing Accelerate Program (“MMAP”) provides capital cost share up to $200,000 for projects located within the Commonwealth's borders, ...",manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 18:44:50,Manufacturing / GMP / Scale-Up,Business Strategy Services for Manufacturing,https://www.techsolve.org/business-strategy/,Business Strategy Services for Manufacturing,"TechSolve's business strategy uses Scaling Up, a strategic planning, performance platform based on the ten Rockefeller habits designed to help companies “Scale ...",manufacturing scale-up support nonprofit,manufacturing; scaling,0.5,queued
2026-01-06 21:00:35,Regulatory / FDA,Regulatory Affairs Study Start,https://www.ctifacts.com/clinical-services/regulatory-affairs-study-start-up,Regulatory Affairs Study Start-Up | CTI,CTI's global Regulatory Affairs Study Start-up team assists international sites with local and central IRB/EC submissions.,regulatory affairs consulting startup support,regulatory; regulatory affairs,0.5,queued
2026-01-06 21:00:51,Clinical & Translational Support,CTSA Network,https://cctr.vcu.edu/collaborations/ctsa-network/,CTSA Network - Wright Center - Virginia Commonwealth ...,"As the first academic health center in Virginia to receive a Clinical & Translational Science Award (CTSA), VCU fosters clinical research ...",clinical translation support program Virginia,clinical; translational; clinical research,0.9,added
2026-01-06 21:01:10,IP / Legal / Licensing,Intellectual Property & Entrepreneurship Clinic,https://www.law.umaryland.edu/academics/clinics/intellectual-property--entrepreneurship-clinic/,Intellectual Property & Entrepreneurship Clinic,Student attorneys in the Intellectual Property and Entrepreneurship Clinic (IPEC) will represent and counsel small businesses and entrepreneurs in intellectual ...,startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 21:01:10,IP / Legal / Licensing,Patent Pro Bono Program,https://www.ncbarfoundation.org/our-programs/patent-pro-bono-program/,Patent Pro Bono Program,The Patent Pro Bono Program is an opportunity for volunteer patent attorneys to provide pro bono legal services to low-wealth solo inventors.,patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 21:01:10,IP / Legal / Licensing,Intellectual Property Legal Clinic,https://www.nccu.edu/law/clinics/intellectual-property-clinic,Intellectual Property Legal Clinic,"The IP Clinic's Patent Division provides solo inventors, businesses, and non-profits assistance in registering a patent before the U.S. Patent and Trademark ...",patent support entrepreneurship nonprofit,ip; intellectual property; patent,0.7,added
2026-01-06 21:01:10,IP / Legal / Licensing,"North Carolina Bar Foundation, Patent Pro Bono Program",https://www.probono.net/network/volunteer/organization.135654-North_Carolina_Bar_Foundation_Patent_Pro_Bono_Program,"North Carolina Bar Foundation, Patent Pro Bono Program","Attorneys who volunteer for the NC LEAP Patent Pro Bono Project provide pro bono assistance for inventors in North Carolina, South Carolina and Tennessee who ...",patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 21:01:10,IP / Legal / Licensing,Intellectual Property Accelerator Fund,https://patents.princeton.edu/faculty-researchers/funding-opportunities/ip-accelerator-fund,Intellectual Property Accelerator Fund - Technology Licensing,The Intellectual Property Accelerator Fund awards gap funding to Princeton investigators with the goal of fostering and advancing the development of nascent ...,intellectual property support accelerator,intellectual property; licensing,0.6,added
2026-01-06 21:01:10,IP / Legal / Licensing,Amazon IP Accelerator,https://avenue7media.com/amazon-ip-accelerator/,Amazon IP Accelerator | Register a Trademark using ...,"Amazon IP Accelerator provides brands and sellers with vetted IP Law Firms for legal support with trademarks, patents, copyright and brand protection.",intellectual property support accelerator,ip; patent,0.6,added
2026-01-06 21:01:10,IP / Legal / Licensing,Tech Transfer,https://www.griffissinstitute.org/tech-transfer/,Tech Transfer,"Through our Tech Transfer & Innovation Portal, we connect researchers and industry leaders, offering support with invention disclosures, patents, licensing, and ...",technology licensing support program,patent; licensing,0.5,queued
2026-01-06 21:01:10,IP / Legal / Licensing,Technology Licensing,https://commercialization.wsu.edu/technology-licensing/,Technology Licensing - Innovation and Entrepreneurship,The Office of Commercialization assists with licensing innovations created by WSU researchers. We follow a straightforward process to reach a license agreement.,technology licensing support program,ip; licensing,0.5,queued
2026-01-06 21:01:10,IP / Legal / Licensing,Supporting Technology and Knowledge Transfer,https://www.wipo.int/en/web/patents/technology,Supporting Technology and Knowledge Transfer,"WIPO supports mutually-beneficial technology transfer through patent information services, innovation support programs and tools, projects and activities.",technology licensing support program,ip; patent; technology transfer,0.7,added
2026-01-06 21:01:10,IP / Legal / Licensing,Licensing Practices to Support Startups,https://ipira.berkeley.edu/licensing-practices-support-startups,Licensing Practices to Support Startups,The UC Berkeley Office of Technology Licensing follows 12 practices to support early stage startups that license the university's IP.,technology licensing support program,ip; licensing,0.5,queued
2026-01-06 21:01:22,Manufacturing / GMP / Scale-Up,GMP CLEAN (Good Manufacturing Practices: Cleanroom ...,https://cece.vt.edu/GOVAR2/GOVirginiaFundedProjects/gmp-clean.html,GMP CLEAN (Good Manufacturing Practices: Cleanroom ...,GMP CLEAN will address the need for cleanroom space through planning activities geared toward surveying region-wide and statewide needs.,GMP manufacturing support program Virginia,manufacturing; gmp,0.5,queued
2026-01-06 21:01:22,Manufacturing / GMP / Scale-Up,Manufacturing Resources,https://sbdc.colorado.gov/programs-resources/manufacturing-resources,Manufacturing Resources | Small Business Development ...,Warehouse Business Accelerator. Learn how Northern Colorado's technology and advanced manufacturing scale-up accelerator can help you tap into various business ...,scale-up manufacturing accelerator,manufacturing; scale-up,0.6,added
2026-01-06 21:01:22,Manufacturing / GMP / Scale-Up,Massachusetts Manufacturing Accelerator Program (MMAP),https://cam.masstech.org/mmap,Massachusetts Manufacturing Accelerator Program (MMAP),The MMAP program aims to help Massachusetts-based small to medium-sized manufacturers prepare their businesses to meet the demands of Industry 4.0.,scale-up manufacturing accelerator,manufacturing,0.5,queued
2026-01-06 21:01:22,Manufacturing / GMP / Scale-Up,Future Manufacturing (FM),https://www.us-ignite.org/tools/fundings/future-manufacturing-grants/,Future Manufacturing (FM),"Future Manufacturing Networks (FMNet) – Awards in this track will provide up to five years of support at a total amount of $500,000. Interdisciplinary teams ...",manufacturing scale-up support nonprofit,manufacturing,0.4,queued
